DMR_TRIP_IDENTIFIER,EFFORT_START_DATE,EFFORT_START_TIME,DMR_EFFORT_IDENTIFIER,START_LATITUDE,START_LONGITUDE,END_LATITUDE,END_LONGITUDE,REGION,STRATUM,STATION_TYPE,START_DEPTH,LENGTH_TOW_TIME,EFFORT_SEQ_NO,TOW_LENGTH_NM,WATER_TEMP_C,SALINITY,END_DEPTH,SURFACE_TEMP_C,SURFACE_SALINITY,TOW_QUALITY,GEAR_CONDITION,EFFORT_END_DATE,EFFORT_END_TIME,WAVE_HEIGHT,WIND,WIND_DIRECTION,GRID_ID
FL01,10/2/01,10:23,22,43.6036,-69.9005,43.5912,-69.9077,2,3,R,47,00:21,-1184367,0.84,,,48,,,1,K,10/2/01,10:44,0,,,461
FL01,10/2/01,12:05,23,43.6133,-69.8571,43.6027,-69.8707,2,3,F,41,00:22,-1184368,0.9,,,46,,,2,K,10/2/01,12:27,0,,,463
FL01,10/2/01,14:44,24,43.6515,-69.8086,43.6621,-69.7983,2,1,F,21.1,00:20,-1184369,0.8,,,17.9,,,1,K,10/2/01,15:04,0,,,375
FL01,10/2/01,16:04,25,43.7095,-69.7206,43.7011,-69.7306,2,2,RA,25.2,00:17,-1184370,0.67,,,25.5,,,2,A,10/2/01,16:21,0,,,266
FL01,10/3/01,07:21,26,43.7803,-69.6945,43.7663,-69.6975,2,2,R,27.1,00:22,-1184371,0.88,,,28.9,,,2,K,10/3/01,07:43,0,,,131
FL01,10/3/01,10:01,27,43.6705,-69.8552,43.683,-69.8464,2,1,R,16,00:20,-1184372,0.88,,,,,,1,K,10/3/01,10:21,0,,,336
FL01,10/3/01,11:40,28,43.6736,-69.872,43.6799,-69.8859,2,1,R,14.6,00:20,-1184373,0.76,,,15,,,2,O,10/3/01,12:05,0,,,335
FL01,10/3/01,13:48,29,43.6963,-69.7634,43.7087,-69.7678,2,1,R,18.5,00:20,-1184374,0.8,,,11,,,2,H,10/3/01,14:08,0,,,264
FL01,10/3/01,16:27,30,43.7059,-69.7443,43.719,-69.743,2,1,F,13,00:20,-1184375,0.81,,,14,,,1,K,10/3/01,16:47,0,,,265
FL02,10/14/02,08:19,1,42.9368,-70.7462,42.92563,-70.75723,1,1,F,15,00:22,-1184515,0.83,13,32.39,16,13.6,32.28,2,K,10/14/02,08:41,0,,,472
FL02,10/14/02,10:36,2,42.91263,-70.6723,42.89887,-70.68953,1,2,R,29.5,00:20,-1184516,1.12,10.9,32.6,28,13.7,32.32,1,K,10/14/02,10:56,0,,,494
FL02,10/14/02,14:03,3,42.94283,-70.68137,42.9512,-70.6793,1,2,NA,22,00:13,-1184517,0.53,11.3,32.54,23,13.5,32.32,3,A,10/14/02,14:16,0,,,445
FL02,10/14/02,15:00,4,42.98203,-70.65143,42.99233,-70.64343,1,1,R,13.3,00:20,-1184518,0.73,13.1,32.22,11.1,13.3,32.3,1,K,10/14/02,15:20,0,,,432
FL02,10/15/02,08:03,5,42.91822,-70.50203,42.90483,-70.49208,1,3,R,54.8,00:21,-1184519,0.95,7,32.84,60,14.2,32.37,1,K,10/15/02,08:24,0,,,501
FL02,10/15/02,09:50,6,42.9966,-70.48913,42.98367,-70.50275,1,3,R,49,00:20,-1184520,0.98,9.4,32.97,48,14,32.36,1,K,10/15/02,10:10,0,,,424
FL02,10/15/02,11:43,7,43.0552,-70.4362,43.04267,-70.44977,1,3,R,49.4,00:20,-1184521,0.97,9.2,32.99,50.5,13.8,32.37,1,K,10/15/02,12:02,0,,,382
FL02,10/15/02,13:20,8,43.09167,-70.39557,43.08085,-70.40548,1,3,R,49.3,00:21,-1184522,0.79,9.2,33,49,14.1,32.35,1,K,10/15/02,13:41,0,,,355
FL02,10/15/02,14:51,9,43.14283,-70.39293,43.15512,-70.38213,1,3,F,47.1,00:19,-1184523,0.89,9.3,32.98,47.5,13.6,32.33,1,H,10/15/02,15:10,0,,,305
FL02,10/17/02,12:32,10,43.17815,-70.43558,43.16582,-70.43788,1,2,R,36.5,00:20,-1184524,0.77,10.2,32.81,35.5,13.6,32.37,1,K,10/17/02,12:52,0,,,290
FL02,10/17/02,16:13,11,43.404,-70.13835,43.41648,-70.1452,1,3,F,57.5,00:20,-1184525,0.82,9.7,32.42,55,12.6,32.85,1,K,10/17/02,16:33,0,,,100
FL02,10/18/02,10:34,12,43.54827,-70.28533,43.53885,-70.29723,1,1,R,8.5,00:20,-1184526,0.8,12.4,31.94,9,12.5,32.04,1,K,10/18/02,10:54,0,,,1
FL02,10/18/02,11:52,13,43.50862,-70.19562,43.49795,-70.20695,1,2,F,34,00:21,-1184527,0.84,11.5,32.81,35,,,1,K,10/18/02,12:13,0,,,27
FL02,10/18/02,13:51,14,43.41872,-70.27908,43.42645,-70.28195,1,2,F,38,00:20,-1184528,0.6,11.7,32.82,35.3,12.6,32.16,1,A,10/18/02,14:11,0,,,68
FL02,10/18/02,16:28,15,43.5208,-70.2486,43.52505,-70.23565,1,1,R,18.5,00:21,-1184529,0.65,12.1,32.65,19.6,12.8,31.96,2,A,10/18/02,16:49,0,,,15
FL02,10/21/02,07:51,16,43.75087,-70.084,43.76252,-70.08403,2,1,R,14.5,00:18,-1184530,0.72,12.2,31.88,9.3,11.6,31.89,2,A,10/21/02,08:09,0,,,150
FL02,10/21/02,10:21,17,43.66608,-70.14837,43.6764,-70.1393,2,1,R,14.5,00:20,-1184531,0.76,11.7,32.88,14.7,10.9,32.17,1,K,10/21/02,10:41,0,,,324
FL02,10/21/02,14:00,18,43.65125,-70.09583,43.65962,-70.08735,2,1,R,21.3,00:18,-1184532,0.64,12.2,32.6,19.2,12.2,32.25,2,O,10/21/02,14:18,0,,,362
FL02,10/21/02,16:16,19,43.52168,-70.02668,43.53062,-70.01485,2,3,F,53.5,00:20,-1184533,0.76,9.7,33.16,53,12,32.45,1,K,10/21/02,16:36,0,,,556
FL02,10/22/02,08:24,20,43.56713,-69.83483,43.57563,-69.81452,2,3,R,58.5,00:20,-1184534,1.02,9.2,33.44,59.5,11.6,32.34,1,K,10/22/02,08:44,0,,,511
FL02,10/22/02,09:53,21,43.59973,-69.87118,43.61078,-69.85828,2,3,F,47.3,00:20,-1184535,0.91,10.1,31.99,43.2,11.5,32.24,1,K,10/22/02,10:13,0,,,463
FL02,10/22/02,11:38,22,43.68597,-69.90458,43.68898,-69.88457,2,1,R,19.1,00:20,-1184536,0.9,12.2,32.21,15.5,11.5,32.37,1,K,10/22/02,11:58,0,,,297
FL02,10/22/02,13:48,23,43.6567,-69.97475,43.66628,-69.96935,2,2,RA,31.2,00:17,-1184537,0.64,11.7,32.85,26.5,11.9,32.45,2,A,10/22/02,14:05,0,,,331
FL02,10/23/02,08:57,24,43.54177,-69.69105,43.54925,-69.70523,2,3,NA,65.6,00:20,-1184538,0.78,12.6,33,64.6,11.3,21.66,1,K,10/23/02,09:17,0,,,533
FL02,10/23/02,10:39,25,43.63,-69.70035,43.6191,-69.71283,2,3,R,47.8,00:19,-1184539,0.89,10,33.34,54.5,11.5,32.24,1,A,10/23/02,10:58,0,,,441
FL02,10/23/02,12:23,26,43.6614,-69.79177,43.65005,-69.7992,2,1,F,19.7,00:20,-1184540,0.82,10.6,33.11,22,10.9,31.62,1,K,10/23/02,12:43,0,,,375
FL02,10/23/02,13:52,27,43.66698,-69.7466,43.65183,-69.75228,2,2,R,28.9,00:20,-1184541,0.94,10.5,33.21,34.4,11.4,31.14,1,K,10/23/02,14:12,0,,,377
FL02,10/23/02,15:41,28,43.70028,-69.74343,43.71427,-69.74275,2,1,F,18.7,00:20,-1184542,0.89,11.4,33.01,16.2,11.7,31.47,1,O,10/23/02,16:01,0,,,265
FL02,10/24/02,08:15,29,43.73375,-69.50647,43.74833,-69.5028,2,3,R,59,00:20,-1184543,0.92,9.9,33.44,60.8,11.3,32.93,1,K,10/24/02,08:35,0,,,199
FL02,10/25/02,07:38,30,43.77578,-69.47787,43.76203,-69.48887,2,3,R,44.9,00:20,-1184544,0.98,10.4,33.37,49.4,11.3,32.89,1,K,10/25/02,07:58,0,,,139
FL02,10/25/02,09:36,31,43.8261,-69.48928,43.8379,-69.48432,2,2,F,37.7,00:20,-1184545,0.77,10.9,33.14,35.4,11.4,32.79,1,K,10/25/02,09:56,0,,,55
FL02,10/25/02,11:23,32,43.83643,-69.40857,43.84987,-69.4055,2,2,R,30.7,00:18,-1184546,0.86,11.4,32.91,32.5,11.4,32.84,2,A,10/25/02,11:41,0,,,59
FL02,10/28/02,09:14,33,43.74457,-69.15273,43.75445,-69.1434,3,3,R,54,00:20,-1184547,0.74,11.5,33.11,54,11.3,33.01,1,K,10/28/02,09:34,0,,,592
FL02,10/28/02,11:31,34,43.85935,-69.07097,43.86962,-69.07342,3,2,F,37,00:17,-1184548,0.68,11.5,32.24,34,11.3,32.71,2,A,10/28/02,11:48,0,,,399
FL02,10/28/02,14:55,35,43.91603,-69.13073,43.92473,-69.11857,3,1,F,14,00:20,-1184549,0.8,11.4,32.86,20,11.3,32.51,1,K,10/28/02,15:15,0,,,317
FL02,10/29/02,08:51,36,44.15262,-69.02098,44.14347,-69.03177,3,2,R,24.7,00:15,-1184550,0.78,11.5,32.74,21.7,11,31.94,2,A,10/29/02,09:06,0,,,115
FL02,10/29/02,10:19,37,44.14833,-68.95862,44.12963,-68.96925,3,2,R,34.7,00:19,-1184551,1.27,11.5,32.63,38.9,11.1,31.87,1,K,10/29/02,10:38,0,,,127
FL02,10/29/02,12:28,38,44.18683,-68.90237,44.19803,-68.89067,3,2,R,25,00:20,-1184552,0.86,11.4,32.74,24,11.3,31.97,1,K,10/29/02,12:48,0,,,81
FL02,10/29/02,14:35,39,44.08193,-69.0054,44.09603,-69.00268,3,3,R,51.5,00:20,-1184553,0.91,11.4,32.72,45,11.1,32.04,1,K,10/29/02,14:55,0,,,147
FL02,10/30/02,07:22,40,44.29128,-68.88178,44.27812,-68.8876,3,1,F,24.2,00:20,-1184554,0.88,11.2,32.4,22.2,10.9,31.66,1,K,10/30/02,07:42,0,,,14
FL02,10/30/02,08:57,41,44.3285,-68.85253,44.31995,-68.86513,3,1,R,15.7,00:20,-1184555,0.79,11.5,32.67,14.9,11.1,31.6,1,K,10/30/02,09:17,0,,,3
FL02,10/30/02,10:24,42,44.26233,-68.79,44.25178,-68.78203,3,1,R,19.7,00:20,-1184556,0.78,11.2,32.57,14.5,11.2,32.32,1,K,10/30/02,10:44,0,,,36
FL02,10/30/02,13:10,43,44.15412,-68.76457,44.14208,-68.75933,3,2,F,23,00:20,-1184557,0.79,10.2,33.66,28.5,11.1,32.34,1,K,10/30/02,13:30,0,,,121
FL02,10/31/02,08:31,44,43.61252,-68.93938,43.60493,-68.94415,3,3,R,72.5,00:13,-1184558,0.6,10.9,33.63,75,11,33.32,3,A,10/31/02,08:44,0,,,994
FL02,10/31/02,13:07,45,43.77167,-68.72385,43.7624,-68.71833,3,3,RA,57.2,00:20,-1184559,0.65,10.9,33.63,59,11,33.29,1,H,10/31/02,13:27,0,,,563
FL02,10/31/02,14:24,46,43.78512,-68.70483,43.79343,-68.69793,3,3,RA,58,00:15,-1184560,0.61,10.8,33.74,53,10.9,33.27,2,A,10/31/02,14:39,0,,,539
FL02,11/1/02,08:27,47,43.87283,-68.59247,43.86482,-68.60598,3,3,R,56.5,00:20,-1184561,0.81,10.9,33.4,57.5,10.7,33.2,1,K,11/1/02,08:47,0,,,416
FL02,11/1/02,09:54,48,43.91105,-68.62445,43.9022,-68.63798,3,3,F,49,00:21,-1184562,0.85,10.8,33.25,49.6,10.8,33.21,1,D,11/1/02,10:15,0,,,364
FL02,11/1/02,12:33,49,43.9127,-68.75435,43.9019,-68.75873,3,3,F,50,00:20,-1184563,0.69,10.8,33.25,51.5,10.7,32.85,1,K,11/1/02,12:53,0,,,359
FL02,11/4/02,07:53,50,43.93187,-68.5537,43.94437,-68.5562,4,3,R,51,00:20,-1184564,0.82,10.8,33.6,50,10.4,33.26,1,K,11/4/02,08:13,0,,,570
FL02,11/4/02,09:44,51,44.01178,-68.54995,44.0198,-68.54005,4,3,F,43.5,00:19,-1184565,0.66,10.7,33.18,39.9,10.3,33.21,1,K,11/4/02,10:03,0,,,492
FL02,11/4/02,14:40,52,44.16547,-68.53493,44.1531,-68.54527,4,1,F,13.6,00:20,-1184566,0.89,8.6,32.52,11.9,8.7,32.53,1,K,11/4/02,15:00,0,,,250
FL02,11/5/02,09:39,53,43.95763,-68.40837,43.96512,-68.39595,4,3,RA,54.1,00:20,-1184567,0.75,10.6,33.65,50.6,10.5,33.34,1,K,11/5/02,09:59,0,,,562
FL02,11/5/02,11:19,54,44.01908,-68.3472,44.01137,-68.36163,4,3,R,48,00:20,-1184568,0.81,10.6,33.43,50.2,10.3,33.29,1,K,11/5/02,11:39,0,,,476
FL02,11/5/02,13:10,55,44.0001,-68.205,44.00093,-68.22202,4,3,R,60,00:20,-1184569,0.78,10.5,33.65,52,10.4,33.3,1,K,11/5/02,13:30,0,,,506
FL02,11/5/02,15:25,56,44.05087,-68.25907,44.03893,-68.25907,4,3,RA,49,00:20,-1184570,0.78,10.6,33.51,51,10.3,33.28,1,K,11/5/02,15:45,0,,,432
FL02,11/8/02,07:52,57,44.36238,-68.47905,44.36863,-68.47053,4,1,R,21.5,00:20,-1184571,0.55,8.5,31.84,14,7.9,32.01,1,K,11/8/02,08:10,0,,,32
FL02,11/8/02,10:08,58,44.24968,-68.43225,44.26103,-68.43987,4,2,R,27,00:20,-1184572,0.79,9.2,32.89,30,9.2,32.78,1,K,11/8/02,10:28,0,,,119
FL02,11/8/02,12:17,59,44.20588,-68.436,44.2133,-68.42303,4,1,F,15.5,00:20,-1184573,0.74,8.9,32.82,18,9,32.82,1,H,11/8/02,12:37,0,,,175
FL02,11/9/02,07:21,60,44.44333,-68.16357,44.43398,-68.1533,4,1,R,19.5,00:20,-1184574,0.73,8.9,32.87,18.1,8.8,24.87,1,K,11/9/02,07:41,0,,,8
FL02,11/9/02,13:17,61,44.2841,-68.20385,44.27675,-68.19107,4,2,NA,22.6,00:20,-1184575,0.75,9.7,33.17,28.4,9.7,33.11,1,K,11/9/02,13:37,0,,,91
FL02,11/10/02,07:21,62,44.28425,-68.12272,44.2803,-68.13962,4,2,F,35.7,00:17,-1184576,0.8,9.8,33.1,33.8,9.6,33.09,2,A,11/10/02,07:38,0,,,94
FL02,11/10/02,09:32,63,44.21182,-68.06978,44.22303,-68.07287,4,3,F,42.1,00:20,-1184577,0.71,9.9,33.22,38.5,9.8,33.24,1,K,11/10/02,09:52,0,,,165
FL02,11/12/02,09:48,64,44.3993,-67.93158,44.39412,-67.94375,5,1,F,14.5,00:16,-1184578,0.64,9.9,33.33,14.1,9.1,32.57,2,A,11/12/02,10:04,0,,,428
FL02,11/12/02,14:07,65,44.33355,-67.77865,44.33978,-67.76458,5,2,RA,35,00:20,-1184579,0.74,9.3,33.07,36,9.7,33.19,1,K,11/12/02,14:27,0,,,514
FL02,11/13/02,09:18,66,44.4706,-67.80005,44.4637,-67.79537,5,1,NA,14.3,00:15,-1184580,0.5,9.6,32.91,17.4,8.3,32.64,3,D,11/13/02,09:33,0,,,261
FL02,11/14/02,08:32,67,44.4658,-67.72768,44.45523,-67.7252,5,1,F,20.1,00:19,-1184581,0.68,8.6,32.98,19.3,8.8,32.98,1,A,11/14/02,08:51,0,,,264
FL02,11/14/02,11:25,68,44.25317,-67.75667,44.2421,-67.7708,5,3,R,56.5,00:21,-1184582,0.94,8.8,33.01,61,10,33.36,1,K,11/14/02,11:46,0,,,613
FL02,11/14/02,13:29,69,44.30935,-67.67298,44.30298,-67.68628,5,3,F,45,00:20,-1184583,0.73,10.1,33.43,50,9.9,33.25,1,K,11/14/02,13:49,0,,,566
FL02,11/14/02,15:06,70,44.2972,-67.60413,44.2902,-67.6182,5,3,RA,46,00:20,-1184584,0.79,10,33.32,50.5,10,33.31,1,K,11/14/02,15:26,0,,,569
FL02,11/15/02,07:40,71,44.3476,-67.64103,44.33963,-67.65357,5,3,R,39.5,00:20,-1184585,0.78,10,33.29,39.1,10,33.28,1,K,11/15/02,08:00,0,,,496
FL02,11/15/02,10:39,72,44.42492,-67.44987,44.41357,-67.4589,5,3,RA,41.5,00:21,-1184586,0.81,10,33.33,45.6,10,33.21,1,K,11/15/02,11:00,0,,,374
FL02,11/19/02,07:01,73,44.54098,-67.50233,44.54623,-67.48828,5,1,R,18.4,00:20,-1184587,0.7,9.3,33.01,17.5,8.8,32.88,1,K,11/19/02,07:21,0,,,173
FL02,11/19/02,09:22,74,44.58433,-67.29767,44.589,-67.28258,5,2,F,31.5,00:20,-1184588,0.74,9.4,33.05,36.5,9,32.76,1,K,11/19/02,09:42,0,,,118
FL02,11/19/02,10:50,75,44.62473,-67.33125,44.61432,-67.34022,5,1,R,13,00:20,-1184589,0.8,9.2,32.97,15.7,8.8,32.71,1,K,11/19/02,11:10,0,,,85
FL02,11/19/02,12:43,76,44.53673,-67.2963,44.52633,-67.31017,5,2,R,39.1,00:20,-1184590,0.861,9.6,33.13,31.5,9.5,33.1,1,K,11/19/02,13:03,0,,,196
FL02,11/19/02,14:06,77,44.549,-67.31513,44.54218,-67.3246,5,2,RA,30.5,00:15,-1184591,0.62,9.5,33.09,28.1,9.4,33.04,2,H,11/19/02,14:21,0,,,180
FL02,11/20/02,07:27,78,44.60777,-67.10348,44.62163,-67.09683,5,3,R,46.5,00:20,-1184592,0.93,9.7,33.16,48.5,9.7,33.16,2,C,11/20/02,07:47,0,,,107
FL02,11/20/02,09:24,79,44.66237,-67.13075,44.67342,-67.12052,5,3,R,44.6,00:20,-1184593,0.86,9.6,33.09,43,9.6,33.08,1,K,11/20/02,09:44,0,,,62
FL02,11/20/02,11:03,80,44.74643,-67.02095,44.73585,-67.03187,5,3,R,41.5,00:22,-1184594,0.83,9.4,33,41.1,9.4,32.96,1,K,11/20/02,11:25,0,,,21
FL02,11/20/02,12:30,81,44.70687,-66.9513,44.69005,-66.95832,5,3,F,58.2,00:20,-1184595,1.1,9.6,33.06,56.2,9.6,33.02,1,C,11/20/02,12:50,0,,,41
FL03,10/13/03,08:27,1,42.939,-70.745,42.9295,-70.75633,1,1,F,14.1,00:18,-1184697,0.76,13.6,31.66,13.3,13.9,31.5,2,A,10/13/03,08:45,small chop,10,SW,472
FL03,10/13/03,10:18,2,42.92783,-70.70683,42.9335,-70.69733,1,2,R,22.7,00:16,-1184698,0.54,8.7,32.58,23.6,10.1,32.4,2,A,10/13/03,10:34,0,8,W,474
FL03,10/13/03,12:04,3,42.92167,-70.54317,42.916,-70.5575,1,3,R,45.4,00:20,-1184699,0.72,6.8,32.62,44.1,12.8,31.93,1,K,10/13/03,12:24,0,8,,481
FL03,10/13/03,14:16,4,42.95517,-70.47967,42.95567,-70.46183,1,3,F,52.6,00:20,-1184700,0.79,6.2,32.75,56,13.6,32,1,K,10/13/03,14:37,0,6,,454
FL03,10/13/03,16:07,5,42.9405,-70.3935,42.945,-70.40967,1,4,R,67,00:20,-1184701,0.77,5.9,32.76,65,13.8,31.85,1,K,10/13/03,16:27,0,10,,719
FL03,10/13/03,17:28,6,42.93717,-70.48167,42.933,-70.49717,1,3,R,56.3,00:20,-1184702,0.73,6.4,32.72,53.4,13.3,32.13,1,K,10/13/03,17:48,choppy,12,,484
FL03,10/14/03,08:27,7,43.03333,-70.34867,43.03033,-70.36667,1,4,R,65.5,00:20,-1184703,0.81,7.7,33.1,64.3,9.4,,1,K,10/14/03,08:47,calm,,,694
FL03,10/14/03,10:18,8,43.0815,-70.30283,43.09367,-70.30017,1,4,F,77.7,00:22,-1184704,0.74,7,33.06,74.9,8.5,,2,K,10/14/03,10:40,calm,0,,680
FL03,10/14/03,12:08,9,43.089,-70.40683,43.09767,-70.39583,1,3,R,48.7,00:20,-1184705,0.71,9.2,32.86,50,10.1,,1,K,10/14/03,12:28,calm,,,342
FL03,10/16/03,11:27,10,43.39483,-70.1205,43.407,-70.12583,1,4,F,59.5,00:20,-1184706,0.78,7.7,33.03,54,11.6,32.32,1,K,10/16/03,11:47,2-5,,,100
FL03,10/16/03,14:26,11,43.31167,-70.17617,43.32083,-70.16517,1,4,R,62.3,00:20,-1184707,0.73,6.4,32.95,61.4,11.8,32.2,1,K,10/16/03,14:46,2-4,10,,601
FL03,10/17/03,08:16,12,43.25683,-70.57633,43.26883,-70.57,1,1,R,9.7,00:20,-1184708,0.78,10,31.57,8,9.9,29.89,1,K,10/17/03,08:36,calm,,,199
FL03,10/17/03,09:59,13,43.28933,-70.50017,43.2975,-70.49417,1,1,F,18.4,00:16,-1184709,0.56,9.5,32.69,17.7,10.3,15.42,2,H,10/17/03,10:16,calm,8,,171
FL03,10/17/03,13:02,14,43.42383,-70.27717,43.43067,-70.285,1,2,F,36.7,00:15,-1184710,0.54,8.7,32.92,33.6,10.4,32.34,2,A,10/17/03,13:17,choppy,,,68
FL03,10/17/03,15:24,15,43.5305,-70.26367,43.5295,-70.27733,1,1,RA,14.3,00:16,-1184711,0.6,9.8,32.96,13.6,10.5,22.1,2,A,10/17/03,15:40,ripple,4,,5
FL03,10/17/03,16:40,16,43.51283,-70.1915,43.503,-70.201,1,2,F,33.7,00:20,-1184712,0.73,9.1,32.95,34.5,9.9,32.6,1,K,10/17/03,17:00,chop,3,,27
FL03,10/20/03,07:52,17,43.42633,-69.93067,43.41667,-69.9395,2,4,F,83.8,00:20,-1184713,0.7,5.5,33.39,84.4,11.3,32.8,1,K,10/20/03,08:12,1-2,,,771
FL03,10/20/03,10:20,18,43.51633,-69.91833,43.51617,-69.90567,2,4,R,61,00:16,-1184714,0.56,7.1,33.09,60,11.3,32.18,2,A,10/20/03,10:36,riffles,15,W,686
FL03,10/20/03,15:17,19,43.53017,-70.017,43.516,-70.02517,2,3,F,53.8,00:20,-1184715,0.93,7.5,33.02,52,11.3,32.06,1,K,10/20/03,15:37,2-3,18,W,556
FL03,10/20/03,17:29,20,43.499,-70.10783,43.51,-70.11383,2,3,RA,49,00:15,-1184716,0.72,7.9,32.96,43.8,11.2,31.89,2,A,10/20/03,17:44,1-3,15,W,553
FL03,10/21/03,07:47,21,43.64133,-70.16817,43.6495,-70.16267,2,1,R,15.1,00:16,-1184717,0.56,10.1,32.67,15.6,10.3,23.47,2,A,10/21/03,08:03,2-5,18,SW,359
FL03,10/22/03,07:24,22,43.54817,-69.96483,43.55933,-69.97417,2,4,RA,59.1,00:20,-1184718,0.79,7.1,33.04,58.8,11,32.09,1,K,10/22/03,07:44,3-5,19,SW,661
FL03,10/22/03,09:45,23,43.59117,-69.85233,43.581,-69.85367,2,3,RA,49.1,00:16,-1184719,0.62,7.8,33.02,46.8,10.9,31.87,2,A,10/22/03,10:01,3-5,17,,488
FL03,10/22/03,11:32,24,43.61083,-69.86183,43.60117,-69.874,2,3,F,42,00:20,-1184720,0.79,7.9,33.04,45,11,31.9,1,K,10/22/03,11:52,3-5,22,,463
FL03,10/22/03,15:41,25,43.70833,-69.94633,43.70583,-69.9355,2,1,R,17.8,00:16,-1184721,0.5,9.8,32.83,17.8,10.1,32.75,2,A,10/22/03,15:58,2,15,,256
FL03,10/23/03,09:19,26,43.72917,-69.64933,43.73733,-69.6465,2,2,F,38.3,00:16,-1184722,0.52,9.3,32.83,37.1,10.6,32.28,2,A,10/23/03,09:35,1-2,15,N,194
FL03,10/23/03,13:49,27,43.71967,-69.79383,43.70867,-69.79883,2,1,NA,6.9,00:20,-1184723,0.71,10.1,31.56,10,9,7.64,1,K,10/23/03,14:09,0,15,NW,224
FL03,10/23/03,16:31,28,43.7155,-69.69233,43.72833,-69.69717,2,2,NA,35.3,00:20,-1184724,0.81,9.7,32.81,32.5,10.4,32.56,1,K,10/23/03,16:51,0,,,228
FL03,10/24/03,08:54,29,43.681,-69.514,43.694,-69.5115,2,4,F,68.4,00:20,-1184725,0.79,7.6,33.17,64.8,10.7,32.33,1,K,10/24/03,09:14,2-3 in swell,15,,573
FL03,10/24/03,11:12,30,43.64033,-69.43983,43.6295,-69.42967,2,4,RA,83.3,00:20,-1184726,0.8,6.4,33.25,83.9,10.9,32.47,1,K,10/24/03,11:32,2-5,,S,597
FL03,10/24/03,14:21,31,43.83717,-69.485,43.825,-69.48717,2,2,F,34.2,00:20,-1184727,0.75,9.3,32.94,37.6,10.4,32.37,1,K,10/24/03,14:41,0,,SW,55
FL03,10/30/03,07:07,32,44.1595,-69.01917,44.15,-69.01917,3,2,NA,27.1,00:15,-1184728,0.58,11.1,32.21,28.4,11.2,31.94,2,D,10/30/03,07:22,2,,,103
FL03,10/30/03,13:27,33,44.13267,-68.96867,44.1425,-68.95667,3,2,NA,37.7,00:18,-1184729,0.8,10.7,32.22,36.3,11.2,29.75,2,A,10/30/03,13:45,calm,,,118
FL03,10/31/03,06:57,34,44.1165,-68.7805,44.106,-68.77483,3,1,R,12.7,00:20,-1184730,0.69,11,31.61,13.1,10.9,10.66,1,K,10/31/03,07:17,calm,,,133
FL03,10/31/03,08:25,35,44.13817,-68.76567,44.13117,-68.75583,3,2,F,31.3,00:18,-1184731,0.61,10.9,32.12,34.2,11,30.79,2,A,10/31/03,08:43,calm,,,121
FL03,10/31/03,13:02,36,44.161,-68.7895,44.17033,-68.797,3,1,NA,10.7,00:17,-1184732,0.66,11.3,30.95,8.1,11.6,13.19,2,A,10/31/03,13:19,calm,,,96
FL03,11/1/03,10:18,37,43.62167,-68.9335,43.6105,-68.94017,3,4,F,71.5,00:20,-1184733,0.74,8.9,33.57,69.7,10.7,32.82,1,K,11/1/03,10:38,3-5,,,836
FL03,11/1/03,13:03,38,43.5855,-69.07817,43.58217,-69.09467,3,4,NA,74.1,00:20,-1184734,0.76,7.5,33.53,76.4,10.8,32.99,1,K,11/1/03,13:23,2-4,,,844
FL03,11/2/03,06:58,39,43.91783,-68.75467,43.90533,-68.75633,3,3,F,53.6,00:20,-1184735,0.77,10.2,33.19,47.5,10.6,32.74,1,K,11/2/03,07:18,calm,,,359
FL03,11/2/03,09:27,40,43.77683,-68.64133,43.76817,-68.65533,3,4,F,64.8,00:20,-1184736,0.81,9.3,32.82,62.1,10.7,32.77,1,K,11/2/03,09:47,2,,,761
FL03,11/2/03,11:34,41,43.8975,-68.66867,43.88517,-68.67233,3,3,R,50.4,00:20,-1184737,0.77,9.8,33.46,50.9,10.8,32.32,1,K,11/2/03,11:54,calm,2,NW,388
FL03,11/2/03,13:16,42,43.90567,-68.63133,43.915,-68.62117,3,3,F,50.4,00:20,-1184738,0.73,9.8,33.46,45.5,10.7,32.64,1,K,11/2/03,13:36,1,,,364
FL03,11/2/03,14:35,43,43.91517,-68.643,43.92683,-68.64783,3,3,NA,52.2,00:20,-1184739,0.74,9.8,33.5,52,10.7,32.28,1,K,11/2/03,14:55,1,,,337
FL03,11/3/03,08:01,44,44.16417,-68.5345,44.15667,-68.542,4,1,F,15,00:16,-1184740,0.57,10.8,32.61,13,10.9,23.36,2,H,11/3/03,08:17,0,,,250
FL03,11/3/03,11:24,45,44.015,-68.5435,44.00867,-68.55367,4,3,F,40,00:15,-1184741,0.59,10.2,33.22,42,10.5,32.78,2,H,11/3/03,11:39,2-3,,,492
FL03,11/3/03,13:27,46,43.91467,-68.5225,43.9215,-68.51467,4,3,R,53,00:20,-1184742,0.54,10,33.32,51,10.5,32.89,1,K,11/3/03,13:47,0,,,583
FL03,11/3/03,15:11,47,43.92783,-68.5765,43.93983,-68.581,4,3,R,48,00:20,-1184743,0.76,9.9,33.39,47,10.6,32.66,1,K,11/3/03,15:31,choppy,,,570
FL03,11/4/03,08:29,48,43.9725,-68.31,43.96117,-68.32633,4,4,F,57,00:24,-1184744,1,9.5,33.64,56,10.3,33.03,2,K,11/4/03,08:53,3-5,,,546
